QTYRANK,DOLLARRANK,INDEX,ITEM CODE,DESCRIPTION,PRICE,VENDOR,Month,CreativeTeam,Writer,InteriorArtist,CoverArtist,WriterIsArtist,WriterIsCoverArtist,ArtistIsCoverArtist,Volume,CreatorOwned
84,97,1.07,MAY170329,BATMAN ARKHAM CLAYFACE,19.99,DC,2017-08-01,"(W) Bill Finger, Len Wein, Mike W. Barr, Doug Moench, Steve Purcell, Dan Raspler, Ed Brubaker, A. J. Lieberman, John Layman (A) Bob Kane, Jerry Robinson, Sheldon Moldoff, Marshall Rogers, Dick Giordano, Keith Giffen, Cliff Richards, Al Barrionuevo, Charles Paris, Jim Aparo, Bernie Mireault, Tom Grummett, Al Gordon, Denis Rodier, Gary Martin, J. H. Williams, John Beatty, Mick Gray, Darwyn Cooke, Michael Allred, Mike Mignola, Kevin Nowlan, Bit (CA) Guillem March","Bill Finger, Len Wein, Mike W. Barr, Doug Moench, Steve Purcell, Dan Raspler, Ed Brubaker, A. J. Lieberman, John Layman","Bob Kane, Jerry Robinson, Sheldon Moldoff, Marshall Rogers, Dick Giordano, Keith Giffen, Cliff Richards, Al Barrionuevo, Charles Paris, Jim Aparo, Bernie Mireault, Tom Grummett, Al Gordon, Denis Rodier, Gary Martin, J. H. Williams, John Beatty, Mick Gray, Darwyn Cooke, Michael Allred, Mike Mignola, Kevin Nowlan, Bit",Guillem March,False,False,False,1.0,False
85,205,1.05,DEC160774,SNOTGIRL,9.99,Image,2017-08-01,(W) Bryan Lee O'Malley (A/CA) Leslie Hung,Bryan Lee O'Malley,Leslie Hung,Leslie Hung,False,False,True,1.0,True
86,11,1.05,FEB170974-M,MMW SAVAGE SHE-HULK,75.0,Marvel,2017-08-01,"(W) David Anthony Kraft, Stan Lee (A) Mike Vosburg (A/CA) John Buscema","David Anthony Kraft, Stan Lee","Mike Vosburg,John Buscema",John Buscema,False,False,True,1.0,False
87,206,1.03,DEC160767,SEVEN TO ETERNITY,9.99,Image,2017-08-01,(W) Rick Remender (A/CA) Jerome Opena,Rick Remender,Jerome Opena,Jerome Opena,False,False,True,1.0,True
87,57,1.03,JUL100692,WOLVERINE OLD MAN LOGAN,29.99,Marvel,2017-08-01,(W) Mark Millar (A/CA) Steve McNiven,Mark Millar,Steve McNiven,Steve McNiven,False,False,True,1.0,False
89,138,1.03,JUL150565,SAGA,14.99,Image,2017-08-01,(W) Brian K. Vaughan (A/CA) Fiona Staples,Brian K. Vaughan,Fiona Staples,Fiona Staples,False,False,True,5.0,True
90,55,1.03,MAY170333,BATMAN THE GOLDEN AGE,29.99,DC,2017-08-01,"(W) Bill Finger, Joe Greene, Edmond Hamilton, Jack Schiff (A) Bob Kane, Jerry Robinson, Jack Burnley, Fred Ray, George Roussos (CA) Michael Cho","Bill Finger, Joe Greene, Edmond Hamilton, Jack Schiff","Bob Kane, Jerry Robinson, Jack Burnley, Fred Ray, George Roussos",Michael Cho,False,False,False,3.0,False
91,51,1.03,MAY171202,MYSTERY KNIGHT,26.0,Kodansha,2017-08-01,"(W) George R. R. Martin, Ben Avery (A/CA) Mike S. Miller","George R. R. Martin, Ben Avery",Mike S. Miller,Mike S. Miller,False,False,True,1.0,True
92,66,1.02,APR170097,COMPLETE ELFQUEST,24.99,Dark Horse,2017-08-01,"(W) Wendy Pini, Richard Pini (A/CA) Wendy Pini","Wendy Pini, Richard Pini",Wendy Pini,Wendy Pini,False,False,True,4.0,True
93,1,1.01,MAR170556,JACK KIRBY FANTASTIC FOUR WORLDS GREATEST ARTIST ED,150.0,IDW,2017-08-01,(W) Stan Lee (A/CA) Jack Kirby,Stan Lee,Jack Kirby,Jack Kirby,False,False,True,1.0,False
94,193,1.01,JUN172118,MY HERO ACADEMIA,9.99,Viz,2017-08-01,(W) Kouhei Horikoshi (A/CA) Kouhei Horikoshi,Kouhei Horikoshi,Kouhei Horikoshi,Kouhei Horikoshi,False,False,True,9.0,True
95,109,1.0,MAY170973,CAPTAIN MARVEL,19.99,Marvel,2017-08-01,"(W) Kelly Sue DeConnick, Warren Ellis, Kelly Thompson (A) Laura Braga, Paolo Pantalena (A/CA) David Lopez","Kelly Sue DeConnick, Warren Ellis, Kelly Thompson","Laura Braga, Paolo Pantalena,David Lopez",David Lopez,False,False,True,4.0,False
96,108,0.99,JUL100259,SANDMAN,19.99,DC,2017-08-01,"(W) Neil Gaiman (A) Sam Kieth, Mike Dringenberg, Malcolm Jones (CA) Dave McKean",Neil Gaiman,"Sam Kieth, Mike Dringenberg, Malcolm Jones",Dave McKean,False,False,False,1.0,False
97,200,0.99,JUN172119,ONE PIECE,9.99,Viz,2017-08-01,(W) Eiichiro Oda (A/CA) Eiichiro Oda,Eiichiro Oda,Eiichiro Oda,Eiichiro Oda,False,False,True,83.0,True
98,7,0.98,FEB170967,MONSTERS,100.0,Marvel,2017-08-01,"(W) Stan Lee, Steve Lieber, Jack Kirby (A/CA) Jack Kirby","Stan Lee, Steve Lieber, Jack Kirby",Jack Kirby,Jack Kirby,False,False,True,2.0,False
99,149,0.98,OCT140644,SAGA,14.99,Image,2017-08-01,(W) Brian K. Vaughan (A/CA) Fiona Staples,Brian K. Vaughan,Fiona Staples,Fiona Staples,False,False,True,4.0,True
100,127,0.98,JAN170383,SUPERMAN,16.99,DC,2017-08-01,"(W) Peter J. Tomasi, Patrick Gleason (A) Jorge Jimenez, Doug Mahnke, Jaime Mendoza, Trevor Scott, Mark Morales, Christian Alamy, Keith Champagne, Norm Rapmund (A/CA) Patrick Gleason, Mick Gray","Peter J. Tomasi, Patrick Gleason","Jorge Jimenez, Doug Mahnke, Jaime Mendoza, Trevor Scott, Mark Morales, Christian Alamy, Keith Champagne, Norm Rapmund,Patrick Gleason, Mick Gray","Patrick Gleason, Mick Gray",False,False,True,2.0,False
1,1,15.94,JUL170919,WALKING DEAD,16.99,Image,2017-09-01,"(W) Robert Kirkman (A) Stefano Gaudiano, Cliff Rathburn (CA) Dave Stewart (A/CA) Charlie Adlard",Robert Kirkman,"Stefano Gaudiano, Cliff Rathburn,Charlie Adlard","Dave Stewart,Charlie Adlard",False,False,True,28.0,True
2,2,6.59,JUN170390,BATMAN DARK KNIGHT MASTER RACE,29.99,DC,2017-09-01,"(W) Frank Miller, Brian Azzarello (A) Frank Miller, Klaus Janson, John Romita, Eduardo Risso (A/CA) Andy Kubert","Frank Miller, Brian Azzarello","Frank Miller, Klaus Janson, John Romita, Eduardo Risso,Andy Kubert",Andy Kubert,False,False,True,1.0,False
3,8,5.29,MAY170950,STAR WARS DARTH MAUL,16.99,Marvel,2017-09-01,"(W) Cullen Bunn, Chris Eliopoulos (A) Luke Ross, Chris Eliopoulos (CA) Rod Reis","Cullen Bunn, Chris Eliopoulos","Luke Ross, Chris Eliopoulos",Rod Reis,False,False,False,1.0,False
4,9,5.21,APR170796,EAST OF WEST,16.99,Image,2017-09-01,(W) Jonathan Hickman (A/CA) Nick Dragotta,Jonathan Hickman,Nick Dragotta,Nick Dragotta,False,False,True,7.0,True
5,27,5.1,JUN170333,DC SUPER HERO GIRLS,9.99,DC,2017-09-01,"(W) Shea Fontana (A) Agnes Garbowska, Marcelo DiChiara (A/CA) Yancy Labat",Shea Fontana,"Agnes Garbowska, Marcelo DiChiara,Yancy Labat",Yancy Labat,False,False,True,4.0,False
6,10,4.97,JUL170876,SEX CRIMINALS,16.99,Image,2017-09-01,(W) Matt Fraction (A/CA) Chip Zdarsky,Matt Fraction,Chip Zdarsky,Chip Zdarsky,False,False,True,4.0,True
7,15,4.06,JUN170378,ALL STAR BATMAN,16.99,DC,2017-09-01,"(W) Scott Snyder (A) Declan Shalvey, Sandra Hope, Richard Friend (A/CA) John Romita, Danny Miki",Scott Snyder,"Declan Shalvey, Sandra Hope, Richard Friend,John Romita, Danny Miki","John Romita, Danny Miki",False,False,True,1.0,False
8,42,4.01,JUL170757-M,ROYAL CITY,9.99,Image,2017-09-01,(W) Jeff Lemire (A/CA) Jeff Lemire,Jeff Lemire,Jeff Lemire,Jeff Lemire,False,False,True,1.0,True
9,20,3.32,JUN170383,HARLEY QUINN,16.99,DC,2017-09-01,"(W) Amanda Conner, Jimmy Palmiotti (A) John Timms, Khari Evans, Joseph Michael Linsner, Marc Deering (CA) Amanda Conner","Amanda Conner, Jimmy Palmiotti","John Timms, Khari Evans, Joseph Michael Linsner, Marc Deering",Amanda Conner,False,False,False,3.0,False
10,19,3.22,JUL171218,WOLVERINE OLD MAN LOGAN,17.99,Marvel,2017-09-01,"(W) Jeff Lemire (A) Filipe Andrade, Eric Nguyen (CA) Andrea Sorrentino",Jeff Lemire,"Filipe Andrade, Eric Nguyen",Andrea Sorrentino,False,False,False,5.0,False
11,46,3.21,MAY170949,MAN-THING BY R L STINE,15.99,Marvel,2017-09-01,"(W) R. L. Stine (A) German Peralta, Daniel Johnson (CA) Tyler Crook",R. L. Stine,"German Peralta, Daniel Johnson",Tyler Crook,False,False,False,1.0,False
12,24,3.13,JUN170385,NIGHTWING,16.99,DC,2017-09-01,"(W) Tim Seeley, Michael McMillian (A) Minkyu Jung, Christian Duce (A/CA) Javi Fernandez","Tim Seeley, Michael McMillian","Minkyu Jung, Christian Duce,Javi Fernandez",Javi Fernandez,False,False,True,3.0,False
13,26,3.07,JUN170389,TITANS,16.99,DC,2017-09-01,"(W) Dan Abnett, James Asmus (A) Minkyu Jung, Lee Weeks, Reilly Brown, Scott Hanna (A/CA) Brett Booth, Norm Rapmund","Dan Abnett, James Asmus","Minkyu Jung, Lee Weeks, Reilly Brown, Scott Hanna,Brett Booth, Norm Rapmund","Brett Booth, Norm Rapmund",False,False,True,2.0,False
14,25,2.97,JUL171223,SPIDER-MAN DEADPOOL,17.99,Marvel,2017-09-01,(W) Joe Kelly (A/CA) Ed McGuinness,Joe Kelly,Ed McGuinness,Ed McGuinness,False,False,True,3.0,False
15,28,2.85,JUN170386,SUICIDE SQUAD,16.99,DC,2017-09-01,"(W) Rob Williams, John Ostrander (A) Eddy Barrows, Gus Vazquez (CA) Richard Friend (A/CA) John Romita","Rob Williams, John Ostrander","Eddy Barrows, Gus Vazquez,John Romita","Richard Friend,John Romita",False,False,True,3.0,False
16,29,2.81,JUL170817,INVINCIBLE,16.99,Image,2017-09-01,"(W) Robert Kirkman (A) Dexter Vines, Mark Morales (A/CA) Ryan Ottley",Robert Kirkman,"Dexter Vines, Mark Morales,Ryan Ottley",Ryan Ottley,False,False,True,24.0,True
17,17,2.71,JUN170379,ALL STAR BATMAN,22.99,DC,2017-09-01,"(W) Scott Snyder (A) Tula Lotay, Giuseppe Camuncoli, Francesco Francavilla, Mark Morales (A/CA) Jock",Scott Snyder,"Tula Lotay, Giuseppe Camuncoli, Francesco Francavilla, Mark Morales,Jock",Jock,False,False,True,2.0,False
18,21,2.69,JUL171234,PROX TRANSMISSIONS,19.99,Marvel,2017-09-01,"(W) Dustin Bates, Peter David (A/CA) Mirko Colak (A) Andrea Broccardo, Manuel Garcia, Marco Lorenzana, Tom Grummett, Marazzo, Marco","Dustin Bates, Peter David","Andrea Broccardo, Manuel Garcia, Marco Lorenzana, Tom Grummett, Marazzo, Marco,Mirko Colak",Mirko Colak,False,False,True,1.0,False
19,73,2.67,JUN170627,ANNUAL,9.99,Image,2017-09-01,"(W) Joe Casey (A) Nathan Fox, Jim Rugg, Joe Casey (CA) Sonia Harris",Joe Casey,"Nathan Fox, Jim Rugg, Joe Casey",Sonia Harris,False,False,False,1.0,True
20,64,2.66,JUL172299,ONE PUNCH MAN,9.99,Viz,2017-09-01,(W) One (A/CA) Yusuke Murata,One,Yusuke Murata,Yusuke Murata,False,False,True,12.0,True
21,33,2.65,JUN170645-M,EXTREMITY,16.99,Image,2017-09-01,(W) Daniel Warren Johnson (A/CA) Daniel Warren Johnson,Daniel Warren Johnson,Daniel Warren Johnson,Daniel Warren Johnson,False,False,True,1.0,True
22,35,2.6,JUN170382,GREEN LANTERNS,16.99,DC,2017-09-01,"(W) Sam Humphries (A) Miguel Mendonca, Neil Edwards, Robson Rocha, Eduardo Pansica, Ronan Cliquet, Jay Leisten, Keith Champagne, Julio Ferreira, Tom Derenick, Scott Hanna, Daniel Henriques, Joe Prado (CA) Lee Weeks",Sam Humphries,"Miguel Mendonca, Neil Edwards, Robson Rocha, Eduardo Pansica, Ronan Cliquet, Jay Leisten, Keith Champagne, Julio Ferreira, Tom Derenick, Scott Hanna, Daniel Henriques, Joe Prado",Lee Weeks,False,False,False,3.0,False
23,66,2.48,FEB170063,LEGEND OF KORRA,10.99,Dark Horse,2017-09-01,(W) Michael Dante Dimartino (A) Irene Koh (CA) Heather Campbell,Michael Dante Dimartino,Irene Koh,Heather Campbell,False,False,False,1.0,False
24,84,2.36,JUN170398,BATMAN HIS GREATEST ADVENTURES,9.99,DC,2017-09-01,"(W) Kelley Puckett, Ty Templeton, Bill Matheny, Hilary J. Bader (A) Rick Burchett, Mike Parobeck, Ty Templeton, Christopher Jones, Terry Beatty, Rob Leigh (CA) Bruce Timm","Kelley Puckett, Ty Templeton, Bill Matheny, Hilary J. Bader","Rick Burchett, Mike Parobeck, Ty Templeton, Christopher Jones, Terry Beatty, Rob Leigh",Bruce Timm,False,False,False,1.0,False
25,39,2.33,JUN171051,CAPTAIN AMERICA SECRET EMPIRE,17.99,Marvel,2017-09-01,"(W) Nick Spencer (A) Jesus Saiz, Andres Guinaldo, Sean Izaakse, Joe Bennett, Javier Pina (CA) Elizabeth Torque",Nick Spencer,"Jesus Saiz, Andres Guinaldo, Sean Izaakse, Joe Bennett, Javier Pina",Elizabeth Torque,False,False,False,1.0,False
26,49,2.19,JUN170409,SCOOBY APOCALYPSE,16.99,DC,2017-09-01,"(W) Keith Giffen, J. M. DeMatteis (A) Dale Eaglesham, Jan Duursema, Ron Wagner, Marc Deering, Jos? Marzan, Bill Reinhold, Chris Batista, Rob Hunter, Tom Derenick (A/CA) Howard Porter","Keith Giffen, J. M. DeMatteis","Dale Eaglesham, Jan Duursema, Ron Wagner, Marc Deering, Jos? Marzan, Bill Reinhold, Chris Batista, Rob Hunter, Tom Derenick,Howard Porter",Howard Porter,False,False,True,2.0,False
27,53,2.15,JUN171059,DEADPOOL WORLDS GREATEST,15.99,Marvel,2017-09-01,(W) Gerry Duggan (A) Scott Koblish (A/CA) Mike Hawthorne,Gerry Duggan,"Scott Koblish,Mike Hawthorne",Mike Hawthorne,False,False,True,9.0,False
28,56,2.12,JUN171058,MOON KNIGHT,15.99,Marvel,2017-09-01,(W) Jeff Lemire (A/CA) Greg Smallwood,Jeff Lemire,Greg Smallwood,Greg Smallwood,False,False,True,3.0,False
29,97,2.07,JAN160645,PAPER GIRLS,9.99,Image,2017-09-01,(W) Brian K. Vaughan (A/CA) Cliff Chiang,Brian K. Vaughan,Cliff Chiang,Cliff Chiang,False,False,True,1.0,True
30,78,2.05,JUL171463,LADY MECHANIKA,9.99,Benitez Productions,2017-09-01,"(W) Joe Benitez, M. M. Chen (A) Martin Montiel, Peter Steigerwald, Beth Sotelo, Mike Garcia (A/CA) Joe Benitez","Joe Benitez, M. M. Chen","Martin Montiel, Peter Steigerwald, Beth Sotelo, Mike Garcia,Joe Benitez",Joe Benitez,False,False,True,4.0,True
31,18,2.04,JUN170376,MISTER MIRACLE BY JACK KIRBY,29.99,DC,2017-09-01,"(W) Jack Kirby (A) Vince Colletta (A/CA) Jack Kirby, Mike Royer",Jack Kirby,"Vince Colletta,Jack Kirby, Mike Royer","Jack Kirby, Mike Royer",False,False,True,1.0,False
32,55,1.98,JUN170768,MANIFEST DESTINY,16.99,Image,2017-09-01,"(W) Chris Dingess (A/CA) Matthew Roberts, Tony Akins",Chris Dingess,"Matthew Roberts, Tony Akins","Matthew Roberts, Tony Akins",False,False,True,5.0,True
33,60,1.92,JUN171055,IRON FIST,15.99,Marvel,2017-09-01,(W) Ed Brisson (A) Mike Perkins (CA) Jeff Dekal,Ed Brisson,Mike Perkins,Jeff Dekal,False,False,False,1.0,False
34,63,1.89,JUL171225,UNBEATABLE SQUIRREL GIRL,15.99,Marvel,2017-09-01,(W) Ryan North (A/CA) Erica Henderson,Ryan North,Erica Henderson,Erica Henderson,False,False,True,6.0,False
35,70,1.81,JAN170850,SAGA,14.99,Image,2017-09-01,(W) Brian K. Vaughan (A/CA) Fiona Staples,Brian K. Vaughan,Fiona Staples,Fiona Staples,False,False,True,7.0,True
36,61,1.79,JUN170407,DC MEETS HANNA BARBERA,16.99,DC,2017-09-01,"(W) Marc Andreyko, Jeff Parker, Dan DiDio, Mark Russell, Amanda Conner, Jimmy Palmiotti, James TynionIV, Christopher Sebela, Howard Chaykin, Antony Bedard (A) Steve Lieber, Phil Winslade, Rick Leonardi, Scott Hanna, Howard Chaykin, Ben Caldwell, Howard Porter, Mark Morales, Pier Brito (A/CA) Ariel Olivetti","Marc Andreyko, Jeff Parker, Dan DiDio, Mark Russell, Amanda Conner, Jimmy Palmiotti, James TynionIV, Christopher Sebela, Howard Chaykin, Antony Bedard","Steve Lieber, Phil Winslade, Rick Leonardi, Scott Hanna, Howard Chaykin, Ben Caldwell, Howard Porter, Mark Morales, Pier Brito,Ariel Olivetti",Ariel Olivetti,False,False,True,1.0,False
37,62,1.79,JUN170408,FUTURE QUEST,16.99,DC,2017-09-01,"(W) Jeff Parker (A) Ron Randall, Steve Lieber, Ariel Olivetti (A/CA) Evan ""Doc"" Shaner",Jeff Parker,"Ron Randall, Steve Lieber, Ariel Olivetti,Evan ""Doc"" Shaner","Evan ""Doc"" Shaner",False,False,True,2.0,False
38,117,1.78,AUG120491,SAGA,9.99,Image,2017-09-01,(W) Brian K. Vaughan (A/CA) Fiona Staples,Brian K. Vaughan,Fiona Staples,Fiona Staples,False,False,True,1.0,True
39,108,1.75,JUL172303,BORUTO,9.99,Viz,2017-09-01,(W) Ukyo Kodachi (A/CA) Mikio Ikemoto,Ukyo Kodachi,Mikio Ikemoto,Mikio Ikemoto,False,False,True,2.0,True
41,16,1.7,JUN170403,HARLEY QUINN A CELEBRATION OF 25 YEARS,39.99,DC,2017-09-01,"(W) Paul Dini, Karl Kesel, Amanda Conner, Jimmy Palmiotti, Rob Williams, Dan Slott, Ty Templeton, Judd Winick, Jeph Loeb, James Patrick, Adam Glass (A) Bruce Timm, Jim Lee, Terry Dodson, Dan DeCarlo, Ronnie Del Carmen, Rick Burchett, Ty Templeton, Terry Beatty, Yvel Guichet, Aaron Sowd, Rachel Dodson, Joe Chiodo, Craig Rousseau, Dan Davis, Scott Williams, Joe Quinones, Clayton Henry, Ig Guara, Scott Hanna, Chad Hardin, St?phane Roux, John Timms, Dave Johnson, Gary Frank (A/CA) Amanda Conner","Paul Dini, Karl Kesel, Amanda Conner, Jimmy Palmiotti, Rob Williams, Dan Slott, Ty Templeton, Judd Winick, Jeph Loeb, James Patrick, Adam Glass","Bruce Timm, Jim Lee, Terry Dodson, Dan DeCarlo, Ronnie Del Carmen, Rick Burchett, Ty Templeton, Terry Beatty, Yvel Guichet, Aaron Sowd, Rachel Dodson, Joe Chiodo, Craig Rousseau, Dan Davis, Scott Williams, Joe Quinones, Clayton Henry, Ig Guara, Scott Hanna, Chad Hardin, St?phane Roux, John Timms, Dave Johnson, Gary Frank,Amanda Conner",Amanda Conner,False,False,True,1.0,False
42,4,1.69,MAR171138,HULK PLANET HULK OMNIBUS,100.0,Marvel,2017-09-01,(W) Various (A) Various (CA) Ladronn,Various,Various,Ladronn,False,False,False,1.0,False
43,52,1.68,MAY170012,HARD BOILED,19.99,Dark Horse,2017-09-01,(W) Frank Miller (A/CA) Geof Darrow,Frank Miller,Geof Darrow,Geof Darrow,False,False,True,2.0,True
44,40,1.67,JUN170387,SUPERMAN REBORN,24.99,DC,2017-09-01,"(W) Peter J. Tomasi, Patrick Gleason, Dan Jurgens, Paul Dini (A) Patrick Zircher, Art Thibert, Stephen Segovia, Doug Mahnke, Mick Gray, Jaime Mendoza, Christian Alamy, Trevor Scott, Ian Churchill (A/CA) Patrick Gleason","Peter J. Tomasi, Patrick Gleason, Dan Jurgens, Paul Dini","Patrick Zircher, Art Thibert, Stephen Segovia, Doug Mahnke, Mick Gray, Jaime Mendoza, Christian Alamy, Trevor Scott, Ian Churchill,Patrick Gleason",Patrick Gleason,False,False,True,1.0,False
45,82,1.67,AUG172154,TOKYO GHOUL RE,12.99,Viz,2017-09-01,(W) Sui Ishida (A/CA) Sui Ishida,Sui Ishida,Sui Ishida,Sui Ishida,False,False,True,1.0,True
46,124,1.62,APR160803,MONSTRESS,9.99,Image,2017-09-01,(W) Marjorie M. Liu (A/CA) Sana Takeda,Marjorie M. Liu,Sana Takeda,Sana Takeda,False,False,True,1.0,True
47,3,1.58,MAR171139-M,MIGHTY THOR OMNIBUS,125.0,Marvel,2017-09-01,(W) Various (A) Various (CA) Russell Dauterman,Various,Various,Russell Dauterman,False,False,False,3.0,False
48,72,1.57,JUL170693-M,KINGSMAN SECRET SERVICE,16.99,Image,2017-09-01,(W) Mark Millar (A/CA) Dave Gibbons,Mark Millar,Dave Gibbons,Dave Gibbons,False,False,True,1.0,True
49,5,1.56,MAR171132,PUNISHER BY GARTH ENNIS OMNIBUS,100.0,Marvel,2017-09-01,"(W) Garth Ennis, Various (A) Various (CA) Tim Bradstreet","Garth Ennis, Various",Various,Tim Bradstreet,False,False,False,1.0,False
50,146,1.54,JUL170535,MY LITTLE PONY MOVIE ADAPTATION,7.99,IDW,2017-09-01,"(W) Lauren Faust, Rita Hsiao, Megan McCarthy, Michael Vogel (A/CA) Various","Lauren Faust, Rita Hsiao, Megan McCarthy, Michael Vogel",Various,Various,False,False,True,1.0,False
51,98,1.53,MAY170033,BLACK BEETLE KARA BOCEK,12.99,Dark Horse,2017-09-01,(W) Francesco Francavilla (A/CA) Francesco Francavilla,Francesco Francavilla,Francesco Francavilla,Francesco Francavilla,False,False,True,1.0,True
52,102,1.53,JUN170777,PAPER GIRLS,12.99,Image,2017-09-01,(W) Brian K. Vaughan (A/CA) Cliff Chiang,Brian K. Vaughan,Cliff Chiang,Cliff Chiang,False,False,True,3.0,True
53,32,1.52,JUN170419,HELLBLAZER,29.99,DC,2017-09-01,"(W) Mike Carey (A) Marcelo Frusin, Leonardo Manco, Chris Brunner, Steve Dillon (CA) Tula Lotay",Mike Carey,"Marcelo Frusin, Leonardo Manco, Chris Brunner, Steve Dillon",Tula Lotay,False,False,False,17.0,False
54,6,1.51,MAR171133-M,PUNISHER BACK TO WAR OMNIBUS,100.0,Marvel,2017-09-01,(W) Various (A) Various (CA) Declan Shalvey,Various,Various,Declan Shalvey,False,False,False,1.0,False
55,193,1.51,FEB151680,DEATH DEFYING DOCTOR MIRAGE,9.99,Valiant,2017-09-01,"(W) Jen Van Meter, Justin Jordan, Patrick Zircher (A) Roberto De La Torre, Patrick Zircher (CA) Travel Foreman","Jen Van Meter, Justin Jordan, Patrick Zircher","Roberto De La Torre, Patrick Zircher",Travel Foreman,False,False,False,1.0,False
56,195,1.5,JUN161896,A&A ADV OF ARCHER & ARMSTRONG,9.99,Valiant,2017-09-01,(W) Rafer Roberts (A) Rafer Roberts (CA) David Lafuente,Rafer Roberts,Rafer Roberts,David Lafuente,False,False,False,1.0,False
57,397,1.5,MAR110804,RUNAWAYS,9.99,Marvel,2017-09-01,(W) Brian K. Vaughan (A) Adrian Alphona (CA) Jo Chen,Brian K. Vaughan,Adrian Alphona,Jo Chen,False,False,False,4.0,False
57,397,1.5,APR110741,RUNAWAYS,9.99,Marvel,2017-09-01,"(W) Brian K. Vaughan (A) Adrian Alphona, Takeshi Miyazawa (CA) Jo Chen",Brian K. Vaughan,"Adrian Alphona, Takeshi Miyazawa",Jo Chen,False,False,False,5.0,False
57,397,1.5,APR110742,RUNAWAYS,9.99,Marvel,2017-09-01,(W) Brian K. Vaughan (A) Adrian Alphona (CA) Jo Chen,Brian K. Vaughan,Adrian Alphona,Jo Chen,False,False,False,6.0,False
61,36,1.45,MAY170342,HARLEY QUINN BY KESEL & DODSON DLX ED,29.99,DC,2017-09-01,"(W) Karl Kesel (A) Craig Rousseau, Pete Woods, Mark Lipka, Wayne Faucher (A/CA) Terry Dodson, Rachel Dodson",Karl Kesel,"Craig Rousseau, Pete Woods, Mark Lipka, Wayne Faucher,Terry Dodson, Rachel Dodson","Terry Dodson, Rachel Dodson",False,False,True,1.0,False
62,138,1.42,JUL170755,ROCK CANDY MOUNTAIN,9.99,Image,2017-09-01,(W) Kyle Starks (A/CA) Kyle Starks,Kyle Starks,Kyle Starks,Kyle Starks,False,False,True,1.0,True
63,57,1.41,JUL151482,RICK & MORTY,19.99,Oni,2017-09-01,(W) Zac Gorman (A) Marc Ellerby (A/CA) CJ Cannon,Zac Gorman,"Marc Ellerby,CJ Cannon",CJ Cannon,False,False,True,1.0,False
65,43,1.33,JUN170399,CATWOMAN BY JIM BALENT,29.99,DC,2017-09-01,"(W) Jo Duffy, Doug Moench (A) Rick Burchett, Ande Parks, Bob Smith (A/CA) Jim Balent","Jo Duffy, Doug Moench","Rick Burchett, Ande Parks, Bob Smith,Jim Balent",Jim Balent,False,False,True,1.0,False
66,30,1.33,JUN170392,BATMAN YEAR ONE DELUXE ED,34.99,DC,2017-09-01,(W) Frank Miller (A/CA) David Mazzucchelli,Frank Miller,David Mazzucchelli,David Mazzucchelli,False,False,True,1.0,False
67,58,1.32,JUN170393,BATMAN 66 MEETS WONDER WOMAN 77,24.99,DC,2017-09-01,"(W) Jeff Parker, Marc Andreyko (A) David Hahn, Karl Kesel (CA) Alex Ross","Jeff Parker, Marc Andreyko","David Hahn, Karl Kesel",Alex Ross,False,False,False,1.0,False
67,87,1.32,JUL170730,SON OF SHAOLIN OGN,16.99,Image,2017-09-01,(W) Jay Longino (A/CA) Canaan White,Jay Longino,Canaan White,Canaan White,False,False,True,1.0,True
69,68,1.27,MAY170456,STAR TREK GREEN LANTERN,19.99,IDW,2017-09-01,(W) Mike Johnson (A/CA) Angel Hernandez,Mike Johnson,Angel Hernandez,Angel Hernandez,False,False,True,2.0,False
70,104,1.25,JUN171056,KINGPIN,15.99,Marvel,2017-09-01,(W) Matthew Rosenberg (A) Ben Torres (CA) Jeff Dekal,Matthew Rosenberg,Ben Torres,Jeff Dekal,False,False,False,1.0,False
71,96,1.24,APR170834,MONSTRESS,16.99,Image,2017-09-01,(W) Marjorie M. Liu (A/CA) Sana Takeda,Marjorie M. Liu,Sana Takeda,Sana Takeda,False,False,True,2.0,True
72,106,1.24,JUN171057,ELEKTRA,15.99,Marvel,2017-09-01,(W) Matt Owens (A) Juan Cabal (CA) Elizabeth Torque,Matt Owens,Juan Cabal,Elizabeth Torque,False,False,False,1.0,False
73,123,1.24,SEP160815,PAPER GIRLS,12.99,Image,2017-09-01,(W) Brian K. Vaughan (A) Matt Wilson (A/CA) Cliff Chiang,Brian K. Vaughan,"Matt Wilson,Cliff Chiang",Cliff Chiang,False,False,True,2.0,True
74,59,1.23,JUN170404,INJUSTICE GROUND ZERO,24.99,DC,2017-09-01,"(W) Christopher Sebela (A) Pop Mhan, Tom Derenick, Marco Santucci, Daniel Sampere (CA) Matthew Clark, Sean Parsons",Christopher Sebela,"Pop Mhan, Tom Derenick, Marco Santucci, Daniel Sampere","Matthew Clark, Sean Parsons",False,False,False,2.0,False
75,76,1.23,MAY170060,ALIENS DEFIANCE,19.99,Dark Horse,2017-09-01,"(W) Brian Wood (A) Stephen Thompson, Tony Brescini, Eduardo Francisco (CA) Massimo Carnevale",Brian Wood,"Stephen Thompson, Tony Brescini, Eduardo Francisco",Massimo Carnevale,False,False,False,2.0,False
